Sentence,Actual language,Predicted language
The man suspected of murdering Tom has been arrested by the police.,eng,eng
Sentence,Actual language,Predicted language
Su pregunta no tiene relación al tema.,spa,spa
Sentence,Actual language,Predicted language
Haz tu tarea ya.,spa,spa
Sentence,Actual language,Predicted language
That's one of my concerns.,eng,spa
Sentence,Actual language,Predicted language
I'm getting tired of doing this.,eng,spa
Sentence,Actual language,Predicted language
I wanted to thank you.,eng,spa
Sentence,Actual language,Predicted language
¿Se os ha olvidado comprar huevos?,spa,eng
Sentence,Actual language,Predicted language
My brother sends you his warm regards.,eng,spa
Sentence,Actual language,Predicted language
How did you do that without any help?,eng,eng
Sentence,Actual language,Predicted language
Ella tiene unos 2.000 libros.,spa,spa
Sentence,Actual language,Predicted language
La energía del Sol es una nueva fuente de energía.,spa,spa
Sentence,Actual language,Predicted language
Tom no longer teaches here.,eng,eng
Sentence,Actual language,Predicted language
No necesito nada de ustedes.,spa,spa
Sentence,Actual language,Predicted language
Esto nos encanta.,spa,spa
Sentence,Actual language,Predicted language
El mundo cambia mucho.,spa,eng
Sentence,Actual language,Predicted language
The only one who can tell us what we need to know is Tom.,eng,spa
Sentence,Actual language,Predicted language
Mi nuevo par de zapatos es de cuero.,spa,eng
Sentence,Actual language,Predicted language
Thanks for showing me how to do this.,eng,spa
Sentence,Actual language,Predicted language
I can't believe I'm not getting fired.,eng,spa
Sentence,Actual language,Predicted language
Es un precio bajo a pagar.,spa,spa
Sentence,Actual language,Predicted language
Layla's best chance of being seen is to find high ground.,eng,eng
Sentence,Actual language,Predicted language
There is a good explanation.,eng,spa
Sentence,Actual language,Predicted language
Tom's rowboat capsized.,eng,spa
Sentence,Actual language,Predicted language
"The older I become, the less I understand.",eng,spa
Sentence,Actual language,Predicted language
"The walls of the palace were formed of drifted snow, and the windows and doors of the cutting winds.",eng,spa
Sentence,Actual language,Predicted language
"¿Esto es una amenaza? ""No, es sólo un chantaje.""",spa,spa
Sentence,Actual language,Predicted language
Do you play basketball?,eng,eng
Sentence,Actual language,Predicted language
Uno de los síntomas de la fibromialgia es el dolor generalizado.,spa,spa
Sentence,Actual language,Predicted language
¿Tienes hermanos o hermanas?,spa,spa
Sentence,Actual language,Predicted language
What he said is still dark.,eng,spa
Sentence,Actual language,Predicted language
Cantaba mientras caminaba.,spa,spa
Sentence,Actual language,Predicted language
Para el próximo abril nosotros habremos vivido durante dos años aquí.,spa,spa
Sentence,Actual language,Predicted language
I think my engine is broken.,eng,spa
Sentence,Actual language,Predicted language
Ahora no sabemos qué hacer.,spa,eng
Sentence,Actual language,Predicted language
Tom se disfrazó de guardia de seguridad.,spa,spa
Sentence,Actual language,Predicted language
I knew you looked familiar.,eng,spa
Sentence,Actual language,Predicted language
Él quiere estudiar música y danza.,spa,spa
Sentence,Actual language,Predicted language
"Tom's house is small, but it's big enough for him.",eng,spa
Sentence,Actual language,Predicted language
I like the color of this shirt.,eng,eng
Sentence,Actual language,Predicted language
Estaba absorto en sus pensamientos.,spa,spa
Sentence,Actual language,Predicted language
Are you going to tell me the truth?,eng,eng
Sentence,Actual language,Predicted language
Son un manojo de nervios.,spa,spa
Sentence,Actual language,Predicted language
Tom asked Mary to kill John.,eng,eng
Sentence,Actual language,Predicted language
"Even though I'd been trying to avoid Mary, I ran into her in front of the library.",eng,eng
Sentence,Actual language,Predicted language
Vale. Estoy de acuerdo.,spa,eng
Sentence,Actual language,Predicted language
I don't believe anything you say anymore.,eng,eng
Sentence,Actual language,Predicted language
What software do you use the most often?,eng,eng
Sentence,Actual language,Predicted language
Hoy viernes iré a cenar con mi esposa.,spa,spa
Sentence,Actual language,Predicted language
Tom perdió la carrera.,spa,spa
Sentence,Actual language,Predicted language
Las vacas detrás de mi casa sólo comen tulipanes.,spa,spa
Sentence,Actual language,Predicted language
Leo la etiqueta.,spa,spa
Sentence,Actual language,Predicted language
Spanish used to be the Philippines' official language.,eng,spa
Sentence,Actual language,Predicted language
The loss of their mother grieved them very much.,eng,eng
Sentence,Actual language,Predicted language
"The Caped Crusader is friends with Robin, the boy Wonder.",eng,eng
Sentence,Actual language,Predicted language
We can't trust him.,eng,spa
Sentence,Actual language,Predicted language
Los trenes pasan más seguido que los autobuses.,spa,spa
Sentence,Actual language,Predicted language
Sami was talking about Layla in the video.,eng,eng
Sentence,Actual language,Predicted language
"Habiéndose reconciliado después de una larga riña, Tom y Mary se reencontraron en medio de esta frase.",spa,spa
Sentence,Actual language,Predicted language
El gobierno tiene que hacer cambios fundamentales.,spa,spa
Sentence,Actual language,Predicted language
They shouldn't have done what they did.,eng,spa
Sentence,Actual language,Predicted language
¿Estás a favor o en contra del suicidio asistido?,spa,eng
Sentence,Actual language,Predicted language
"La fe no es el comienzo, sino el fin de todo conocimiento.",spa,eng
Sentence,Actual language,Predicted language
Tom said he thought you wouldn't do that.,eng,eng
Sentence,Actual language,Predicted language
I'm in partial agreement with you.,eng,eng
Sentence,Actual language,Predicted language
La historia es terrible.,spa,eng
Sentence,Actual language,Predicted language
El dentista me hizo un empaste provisional.,spa,spa
Sentence,Actual language,Predicted language
Tom drives a Toyota.,eng,eng
Sentence,Actual language,Predicted language
You're an attractive woman.,eng,spa
Sentence,Actual language,Predicted language
Con el paso de los años su cabello se volvió gris.,spa,spa
Sentence,Actual language,Predicted language
"Ser rico no significa tener dinero, sino gastarlo.",spa,eng
Sentence,Actual language,Predicted language
Tom wouldn't have asked you for help if he could've done it by himself.,eng,spa
Sentence,Actual language,Predicted language
Los chilenos son americanos.,spa,spa
Sentence,Actual language,Predicted language
Tom's yelling.,eng,eng
Sentence,Actual language,Predicted language
"If you change your address, please let me know.",eng,spa
Sentence,Actual language,Predicted language
I know that Tom isn't the only one who can do that.,eng,eng
Sentence,Actual language,Predicted language
Pensando un poco puedes convertir un desecho en un subproducto útil.,spa,eng
Sentence,Actual language,Predicted language
¿Cuántos cadáveres tienen en su sótano?,spa,eng
Sentence,Actual language,Predicted language
Do you remember when Tom and Mary were here last?,eng,eng
Sentence,Actual language,Predicted language
Las perspectivas no son halagüeñas.,spa,spa
Sentence,Actual language,Predicted language
I received a letter from her to the effect that she couldn't accept my marriage proposal.,eng,spa
Sentence,Actual language,Predicted language
He bebido leche.,spa,eng
Sentence,Actual language,Predicted language
"Si el perdedor sonriera, el ganador pierde la emoción de la victoria.",spa,spa
Sentence,Actual language,Predicted language
He intentado advertirte.,spa,eng
Sentence,Actual language,Predicted language
La bruja le lanzó un hechizo al niño travieso.,spa,spa
Sentence,Actual language,Predicted language
"Si no te das prisa, llegarás tarde al colegio.",spa,spa
Sentence,Actual language,Predicted language
"Quick, give me that.",eng,eng
Sentence,Actual language,Predicted language
He's an absolute fool.,eng,eng
Sentence,Actual language,Predicted language
Las tensiones entre Estados Unidos y Rusia van creciendo.,spa,eng
Sentence,Actual language,Predicted language
No dejo de pensar en él.,spa,spa
Sentence,Actual language,Predicted language
No puedo tocar el piano.,spa,spa
Sentence,Actual language,Predicted language
Estamos condenados.,spa,spa
Sentence,Actual language,Predicted language
I thought that Tom might stop by this afternoon.,eng,eng
Sentence,Actual language,Predicted language
Volvió a hender el cuerpo de su oponente con la afilada espada.,spa,spa
Sentence,Actual language,Predicted language
Tom and Mary are in their pajamas.,eng,spa
Sentence,Actual language,Predicted language
This is not a book for children.,eng,eng
Sentence,Actual language,Predicted language
"Por favor, váyase.",spa,spa
Sentence,Actual language,Predicted language
They aren't as old as they look.,eng,eng
Sentence,Actual language,Predicted language
I don't like being cold.,eng,eng
Sentence,Actual language,Predicted language
She put her shirt on a hanger.,eng,eng
Sentence,Actual language,Predicted language
Ya lo discutimos.,spa,spa
Sentence,Actual language,Predicted language
Él trabaja ocho horas al día.,spa,spa
Sentence,Actual language,Predicted language
Tom told me he wasn't so sure.,eng,spa
Sentence,Actual language,Predicted language
How did you know my name?,eng,eng
Sentence,Actual language,Predicted language
Tom doesn't have anything in his bag.,eng,spa
Sentence,Actual language,Predicted language
Es demasiado filosófico para mí.,spa,spa
Sentence,Actual language,Predicted language
Sami was expecting Layla to do something.,eng,eng
Sentence,Actual language,Predicted language
El radar tiene interferencias.,spa,spa
Sentence,Actual language,Predicted language
¡Eres un profesor maravilloso!,spa,spa
Sentence,Actual language,Predicted language
The eggs are still hot.,eng,eng
Sentence,Actual language,Predicted language
Tom and Mary have scars all over their bodies.,eng,spa
Sentence,Actual language,Predicted language
Tom agreed to Mary's plan.,eng,spa
Sentence,Actual language,Predicted language
Me acerco a recogerte mañana por la mañana.,spa,spa
Sentence,Actual language,Predicted language
No te quedes despierto hasta tarde todas las noches.,spa,spa
Sentence,Actual language,Predicted language
I did that with Tom yesterday.,eng,eng
Sentence,Actual language,Predicted language
Tom has three children from a previous marriage.,eng,spa
Sentence,Actual language,Predicted language
Tom sabía que María no sería capaz de convencer a nadie.,spa,spa
Sentence,Actual language,Predicted language
El borracho del pueblo siempre la está armando.,spa,spa
Sentence,Actual language,Predicted language
Tickets go on sale Monday.,eng,spa
Sentence,Actual language,Predicted language
¿Esto es un sueño?,spa,eng
Sentence,Actual language,Predicted language
Tom notó que Mary estaba mirando a John.,spa,spa
Sentence,Actual language,Predicted language
Soy un hombre de negocios.,spa,spa
Sentence,Actual language,Predicted language
She has the advantage of beauty.,eng,eng
Sentence,Actual language,Predicted language
This is not my first time canoeing.,eng,spa
Sentence,Actual language,Predicted language
"Cada pueblo habla en su lengua, y todos los pueblos hablan en esperanto.",spa,eng
Sentence,Actual language,Predicted language
Tom probably doesn't know he's supposed to do that.,eng,eng
Sentence,Actual language,Predicted language
Sami didn't want to miss the bus.,eng,spa
Sentence,Actual language,Predicted language
¿Por qué ya no habla conmigo?,spa,eng
Sentence,Actual language,Predicted language
Su encuentro era inevitable.,spa,eng
Sentence,Actual language,Predicted language
Tom pensó que Mary no sería capaz de ganar más de treinta dólares por hora.,spa,eng
Sentence,Actual language,Predicted language
Los zapatos de cuero cuestan mucho más.,spa,spa
Sentence,Actual language,Predicted language
Do I wanna know?,eng,eng
Sentence,Actual language,Predicted language
I shouldn't have let you go.,eng,spa
Sentence,Actual language,Predicted language
Tom piensa que las ideas de usted son estúpidas.,spa,spa
Sentence,Actual language,Predicted language
I can only stay with you for just a few days.,eng,spa
Sentence,Actual language,Predicted language
Voy a estar esperando cada minuto hasta que pueda verte.,spa,eng
Sentence,Actual language,Predicted language
Solo Dios puede ayudarte ahora.,spa,spa
Sentence,Actual language,Predicted language
Mary probably just didn't know she was supposed to do that.,eng,eng
Sentence,Actual language,Predicted language
Do you care to hazard a guess?,eng,spa
Sentence,Actual language,Predicted language
¿El banco está abierto?,spa,eng
Sentence,Actual language,Predicted language
I'm from Israel.,eng,eng
Sentence,Actual language,Predicted language
Does anyone else have a problem with that?,eng,eng
Sentence,Actual language,Predicted language
Tom and Mary are still trying to figure out why that happened.,eng,eng
Sentence,Actual language,Predicted language
How foolish I was not to discover that simple lie!,eng,spa
Sentence,Actual language,Predicted language
Tom quería mandar un mensaje.,spa,spa
Sentence,Actual language,Predicted language
¡Usted no imagina la eficacia de aquel equipo de sonido!,spa,spa
Sentence,Actual language,Predicted language
I thought it would be fun to live in Australia for a year or two.,eng,eng
Sentence,Actual language,Predicted language
"Como estaba nublado, no pudieron disfrutar la vista.",spa,spa
Sentence,Actual language,Predicted language
Klearchos tried to force the soldiers to go; but they threw stones at him.,eng,spa
Sentence,Actual language,Predicted language
"¿Puede marcharse, por favor?",spa,eng
Sentence,Actual language,Predicted language
Tomás es bailarín de ballet.,spa,eng
Sentence,Actual language,Predicted language
¡Ven aquí!,spa,spa
Sentence,Actual language,Predicted language
I don't think Tom did anything.,eng,eng
Sentence,Actual language,Predicted language
The jack of diamonds.,eng,spa
Sentence,Actual language,Predicted language
"No teníamos cinta aislante, así que usamos tela adhesiva.",spa,spa
Sentence,Actual language,Predicted language
"¡No te mueras, por favor!",spa,eng
Sentence,Actual language,Predicted language
Tom said that Mary was doing that now.,eng,eng
Sentence,Actual language,Predicted language
She asked him to come into her house.,eng,spa
Sentence,Actual language,Predicted language
Espero que mi sueño se haga realidad.,spa,spa
Sentence,Actual language,Predicted language
Sami is gonna be with Layla.,eng,spa
Sentence,Actual language,Predicted language
"If Tom were here, we'd be having more fun.",eng,spa
Sentence,Actual language,Predicted language
La apariencia de Lara a menudo era sujeto de burlas.,spa,spa
Sentence,Actual language,Predicted language
Do you feel happy?,eng,eng
Sentence,Actual language,Predicted language
Tom tiene una voz baja.,spa,spa
Sentence,Actual language,Predicted language
Voy a buscar libros para niños.,spa,spa
Sentence,Actual language,Predicted language
Acabamos de limpiar el váter.,spa,eng
Sentence,Actual language,Predicted language
Tom perdió su trabajo hace tres meses atrás.,spa,spa
Sentence,Actual language,Predicted language
How likely is it that two people have the same birthday?,eng,eng
Sentence,Actual language,Predicted language
Muchas personas emigraron a América.,spa,spa
Sentence,Actual language,Predicted language
Mary could be a model.,eng,eng
Sentence,Actual language,Predicted language
Ella tiene talento para escribir.,spa,spa
Sentence,Actual language,Predicted language
Tom wasn't very good last year.,eng,spa
Sentence,Actual language,Predicted language
Puedes confiar que él mantendrá su palabra.,spa,spa
Sentence,Actual language,Predicted language
El lago Biwa apareció ante nuestra vista.,spa,spa
Sentence,Actual language,Predicted language
It's a crazy market.,eng,eng
Sentence,Actual language,Predicted language
I don't want Mary to swim by herself.,eng,spa
Sentence,Actual language,Predicted language
I wasn't the one who convinced Tom to do that.,eng,eng
Sentence,Actual language,Predicted language
Cuando lo conocí me sorprendió su inesperada pregunta.,spa,eng
Sentence,Actual language,Predicted language
Le he dicho al médico que no quiero saber nada más de él.,spa,spa
Sentence,Actual language,Predicted language
I can't eat a raw egg; it must be cooked.,eng,spa
Sentence,Actual language,Predicted language
Tom puede cantar unas pocas canciones en francés.,spa,spa
Sentence,Actual language,Predicted language
It may just be a matter of time.,eng,spa
Sentence,Actual language,Predicted language
¿Qué? ¿Te agrada?,spa,spa
Sentence,Actual language,Predicted language
Tengo una cita previa.,spa,spa
Sentence,Actual language,Predicted language
You must know Tom very well.,eng,eng
Sentence,Actual language,Predicted language
I want to complain about the service.,eng,eng
Sentence,Actual language,Predicted language
No puedes dormir aquí.,spa,spa
Sentence,Actual language,Predicted language
He will consider this.,eng,spa
Sentence,Actual language,Predicted language
Please don't make so much noise. I'm trying to work.,eng,eng
Sentence,Actual language,Predicted language
Anochecía.,spa,spa
Sentence,Actual language,Predicted language
Moveré el panel solar del balcón al techo en su debido momento.,spa,eng
Sentence,Actual language,Predicted language
Cada uno de ellos cantó una canción.,spa,spa
Sentence,Actual language,Predicted language
Prefiero llegar antes que el resto.,spa,eng
Sentence,Actual language,Predicted language
Tom seems to be unhappy.,eng,eng
Sentence,Actual language,Predicted language
No esperes de mí sinceridad mientras tú tan claramente sigas mintiéndome .,spa,spa
Sentence,Actual language,Predicted language
Hay una huelga.,spa,spa
Sentence,Actual language,Predicted language
"Si estuviera en tu posición, no sabría qué hacer.",spa,eng
Sentence,Actual language,Predicted language
Nobody will convince me otherwise.,eng,spa
Sentence,Actual language,Predicted language
Ella lo convenció de aceptar el soborno.,spa,eng
Sentence,Actual language,Predicted language
I'm not surprised Tom won.,eng,spa
Sentence,Actual language,Predicted language
Let me lead the way.,eng,spa
Sentence,Actual language,Predicted language
Toma este remedio. Pronto te sentirás mejor.,spa,eng
Sentence,Actual language,Predicted language
I didn't think anybody was satisfied.,eng,spa
Sentence,Actual language,Predicted language
Tom just took a chance and called Mary to ask her out.,eng,eng
Sentence,Actual language,Predicted language
There used to be a big pond around here.,eng,eng
Sentence,Actual language,Predicted language
We should try to get Tom to come to Australia.,eng,spa
Sentence,Actual language,Predicted language
People can slowly become addicted to video gaming. Some may play for hours. They lose interest in doing other things. They stop going to school or work.,eng,eng
Sentence,Actual language,Predicted language
She said she wanted to talk to you.,eng,spa
Sentence,Actual language,Predicted language
Nunca matamos a nadie.,spa,spa
Sentence,Actual language,Predicted language
Pienso que deberíamos esperar otra media hora.,spa,spa
Sentence,Actual language,Predicted language
Tom forgave Mary for losing all his money.,eng,eng
Sentence,Actual language,Predicted language
El tren se descarriló.,spa,spa
Sentence,Actual language,Predicted language
¿Eso es cierto?,spa,eng
Sentence,Actual language,Predicted language
Esperamos que ustedes entiendan en la difícil situación que nos encontramos.,spa,spa
Sentence,Actual language,Predicted language
My mother is eccentric.,eng,eng
Sentence,Actual language,Predicted language
Ahórrate la saliva.,spa,spa
Sentence,Actual language,Predicted language
"The King's son, who was told that a great princess, whom nobody knew, had come, ran out to receive her.",eng,eng
Sentence,Actual language,Predicted language
No puedes estar hablando en serio.,spa,spa
Sentence,Actual language,Predicted language
Esta ciudad queda al pie de una montaña.,spa,spa
Sentence,Actual language,Predicted language
No lo podría hacer sin tu ayuda.,spa,spa
Sentence,Actual language,Predicted language
Mary kept her head above water.,eng,eng
Sentence,Actual language,Predicted language
He deposited a lot of money in the bank.,eng,spa
Sentence,Actual language,Predicted language
¿Juegas al futbol?,spa,eng
Sentence,Actual language,Predicted language
Este libro nos parece fácil.,spa,spa
Sentence,Actual language,Predicted language
¿Ya han almorzado?,spa,eng
Sentence,Actual language,Predicted language
Do you know where all these cars came from?,eng,eng
Sentence,Actual language,Predicted language
¡Usted no entra aquí sin corbata!,spa,spa
Sentence,Actual language,Predicted language
It tasted good to me.,eng,spa
Sentence,Actual language,Predicted language
¿Crees en el amor a primera vista?,spa,spa
Sentence,Actual language,Predicted language
Él pudo reducir los impuestos.,spa,spa
Sentence,Actual language,Predicted language
Yo hago básicamente lo mismo que Tom.,spa,spa
Sentence,Actual language,Predicted language
Can you buy that for Tom?,eng,eng
Sentence,Actual language,Predicted language
Tom tuvo un mal sueño.,spa,spa
Sentence,Actual language,Predicted language
Tom might not be able to speak French.,eng,eng
Sentence,Actual language,Predicted language
Do you really want to go to Boston with me?,eng,eng
Sentence,Actual language,Predicted language
Quiero ir hasta el fin del mundo con ella.,spa,spa
Sentence,Actual language,Predicted language
"Me gustaría uno por el pasillo, por favor.",spa,eng
Sentence,Actual language,Predicted language
Los gatos no cazan ratones para complacer a Dios.,spa,spa
Sentence,Actual language,Predicted language
"La chica se tropezó con la alfombra, pero consiguió mantener el equilibrio.",spa,spa
Sentence,Actual language,Predicted language
Tom doesn't have any reason to cry.,eng,eng
Sentence,Actual language,Predicted language
Tom ditched the murder weapon.,eng,eng
Sentence,Actual language,Predicted language
El alumno se fue sin decir nada.,spa,spa
Sentence,Actual language,Predicted language
¿Dónde hay que deshacernos de los desechos?,spa,eng
Sentence,Actual language,Predicted language
I don't know who's coming.,eng,spa
Sentence,Actual language,Predicted language
I still think Tom could help.,eng,eng
Sentence,Actual language,Predicted language
This one is cheaper than that one over there.,eng,eng
Sentence,Actual language,Predicted language
Just give it a try.,eng,eng
Sentence,Actual language,Predicted language
That was really interesting.,eng,eng
Sentence,Actual language,Predicted language
Ayer fui a ver el partido de béisbol.,spa,spa
Sentence,Actual language,Predicted language
No sos más burro por falta de calcio.,spa,spa
Sentence,Actual language,Predicted language
Where did Tom find that?,eng,eng
Sentence,Actual language,Predicted language
Su marido es amigo mío.,spa,spa
Sentence,Actual language,Predicted language
"Regardless what you may do, the outcome will still be the same.",eng,spa
Sentence,Actual language,Predicted language
Yo sé que no siempre es fácil.,spa,spa
Sentence,Actual language,Predicted language
Things went well.,eng,eng
Sentence,Actual language,Predicted language
Why did you encourage Tom to do that?,eng,eng
Sentence,Actual language,Predicted language
El tren en el que se fue va a la estación de Tokio.,spa,spa
Sentence,Actual language,Predicted language
I'll take it up with him.,eng,eng
Sentence,Actual language,Predicted language
The boss wouldn't let us go home early.,eng,eng
Sentence,Actual language,Predicted language
"Mary is swimming, isn't she?",eng,eng
Sentence,Actual language,Predicted language
A veces robo cosas.,spa,spa
Sentence,Actual language,Predicted language
Nos sentamos uno al lado del otro.,spa,eng
Sentence,Actual language,Predicted language
Él vive en un pueblo cerca de Osaka.,spa,spa
Sentence,Actual language,Predicted language
Nadie la creerá.,spa,eng
Sentence,Actual language,Predicted language
Tom and Mary told me that they don't know what that is.,eng,spa
Sentence,Actual language,Predicted language
Shadow him.,eng,spa
Sentence,Actual language,Predicted language
The association has thirty members.,eng,spa
Sentence,Actual language,Predicted language
The money is on the table.,eng,spa
Sentence,Actual language,Predicted language
Tom recommended that I apply for the job.,eng,spa
Sentence,Actual language,Predicted language
Sabes a quién me refiero.,spa,eng
Sentence,Actual language,Predicted language
Lo siento. Eso es todo lo que realmente recuerdo.,spa,eng
Sentence,Actual language,Predicted language
Everybody was out to get me.,eng,spa
Sentence,Actual language,Predicted language
Tom doesn't seem to be hungry.,eng,eng
Sentence,Actual language,Predicted language
Hablaré sobre ese incidente.,spa,eng
Sentence,Actual language,Predicted language
Siempre hay que cambiar a la vez las dos ruedas del mismo eje.,spa,spa
Sentence,Actual language,Predicted language
Ella vino aquí tan rápido como lo oyó.,spa,spa
Sentence,Actual language,Predicted language
Every man is a suffering-machine and a happiness-machine combined.,eng,spa
Sentence,Actual language,Predicted language
Sé lo que ella ha dicho.,spa,eng
Sentence,Actual language,Predicted language
Su profesor debería ser estricto con él.,spa,spa
Sentence,Actual language,Predicted language
El batallón se entregó al enemigo.,spa,spa
Sentence,Actual language,Predicted language
Estoy tan lleno.,spa,eng
Sentence,Actual language,Predicted language
He went there to learn English.,eng,eng
Sentence,Actual language,Predicted language
Tom isn't lonely now.,eng,eng
Sentence,Actual language,Predicted language
¡Feliz Día de la Victoria!,spa,spa
Sentence,Actual language,Predicted language
Sami drank a lot.,eng,eng
Sentence,Actual language,Predicted language
No dejes de lado un detalle tan importante.,spa,eng
Sentence,Actual language,Predicted language
That's an important distinction to make.,eng,spa
Sentence,Actual language,Predicted language
Don't you want to come along?,eng,eng
Sentence,Actual language,Predicted language
¿Por qué intentaste escapar?,spa,eng
Sentence,Actual language,Predicted language
Tom needs to get a grip.,eng,eng
Sentence,Actual language,Predicted language
¡Probátelos!,spa,spa
Sentence,Actual language,Predicted language
"Si usted siente dolores al alongar, es sinónimo de que no hace ejercicios diarios.",spa,spa
Sentence,Actual language,Predicted language
Sami needs to go outside.,eng,spa
Sentence,Actual language,Predicted language
I like my meat well done.,eng,eng
Sentence,Actual language,Predicted language
Mañana toca comprar.,spa,eng
Sentence,Actual language,Predicted language
Tom is going to make a great father.,eng,eng
Sentence,Actual language,Predicted language
What kind of music do you like?,eng,eng
Sentence,Actual language,Predicted language
Each horse is different.,eng,eng
Sentence,Actual language,Predicted language
"Acepta este pequeño obsequio, por favor.",spa,eng
Sentence,Actual language,Predicted language
Tom can already do that.,eng,eng
Sentence,Actual language,Predicted language
"In Wales, we have a saying.",eng,spa
Sentence,Actual language,Predicted language
Mary has everything that she wants.,eng,spa
Sentence,Actual language,Predicted language
El borsch sabe mejor de lo que suena.,spa,spa
Sentence,Actual language,Predicted language
Se quedó en la cama porque no se sentía bien.,spa,spa
Sentence,Actual language,Predicted language
El próximo fin de semana voy a ver la película de acción 'Divergente' sin subtítulos.,spa,eng
Sentence,Actual language,Predicted language
I can put it back in the drawer if you want.,eng,eng
Sentence,Actual language,Predicted language
Her bicycle is blue.,eng,spa
Sentence,Actual language,Predicted language
I wonder whether Tom will cry.,eng,eng
Sentence,Actual language,Predicted language
He'll leave for Tokyo tomorrow.,eng,eng
Sentence,Actual language,Predicted language
No esperaba nada.,spa,spa
Sentence,Actual language,Predicted language
Aprendió a ser paciente.,spa,eng
Sentence,Actual language,Predicted language
Las habitaciones de este albergue son bonitas.,spa,spa
Sentence,Actual language,Predicted language
Do you know her personally?,eng,eng
Sentence,Actual language,Predicted language
Ellas se animan y apoyan las unas a las otras.,spa,spa
Sentence,Actual language,Predicted language
I need a ladder so I can get up to my roof.,eng,spa
Sentence,Actual language,Predicted language
Esa moto tiene cambio automático de marchas.,spa,spa
Sentence,Actual language,Predicted language
Él y yo somos compañeros de clase.,spa,spa
Sentence,Actual language,Predicted language
Bill fue tarde a la escuela como de costumbre.,spa,eng
Sentence,Actual language,Predicted language
El fin del mundo está cerca.,spa,spa
Sentence,Actual language,Predicted language
Mary stopped in her tracks.,eng,spa
Sentence,Actual language,Predicted language
It's too large.,eng,eng
Sentence,Actual language,Predicted language
I thought I recognized this place.,eng,spa
Sentence,Actual language,Predicted language
Anoche tuve una extraña experiencia.,spa,spa
Sentence,Actual language,Predicted language
Una herradura y un trébol de cuatro hojas dan suerte.,spa,eng
Sentence,Actual language,Predicted language
El río se salió de madre.,spa,spa
Sentence,Actual language,Predicted language
Quiero jugar al tenis.,spa,spa
Sentence,Actual language,Predicted language
Cierra el cajón.,spa,spa
Sentence,Actual language,Predicted language
I didn't like Tom at all.,eng,spa
Sentence,Actual language,Predicted language
"Si tuvieras una máquina del tiempo, ¿qué año visitarías?",spa,spa
Sentence,Actual language,Predicted language
Dejanos algunas frases para traducir.,spa,eng
Sentence,Actual language,Predicted language
Tom says I have to babysit tonight.,eng,eng
Sentence,Actual language,Predicted language
Once you light the fuse you'll have fifteen seconds to get to safety.,eng,eng
Sentence,Actual language,Predicted language
Él rechazó el plan.,spa,spa
Sentence,Actual language,Predicted language
Toda la dignidad del hombre reside en su pensamiento.,spa,eng
Sentence,Actual language,Predicted language
"No es bonito, es hortera.",spa,eng
Sentence,Actual language,Predicted language
We should get a new lamp.,eng,spa
Sentence,Actual language,Predicted language
"El gobierno es corrupto, pero la oposición es poco mejor.",spa,eng
Sentence,Actual language,Predicted language
Tom has always said I have a sick sense of humor.,eng,eng
Sentence,Actual language,Predicted language
Japón no es lo que era hace diez años.,spa,spa
Sentence,Actual language,Predicted language
Ella cerró la puerta fuertemente destrás de ella.,spa,spa
Sentence,Actual language,Predicted language
Ella se puso de vuelta sus lentes.,spa,spa
Sentence,Actual language,Predicted language
¿No podrías llevarme hasta mi casa en coche?,spa,eng
Sentence,Actual language,Predicted language
Los niños hacen muchas estupideces.,spa,spa
Sentence,Actual language,Predicted language
This annoying bug has finally been fixed.,eng,spa
Sentence,Actual language,Predicted language
Tom won't get away with it this time.,eng,spa
Sentence,Actual language,Predicted language
I've been having fun hanging out with you.,eng,eng
Sentence,Actual language,Predicted language
Tal vez Tom fuera quien le robó el collar a María.,spa,spa
Sentence,Actual language,Predicted language
Tom le dijo a Mary que nunca había conocido a John.,spa,spa
Sentence,Actual language,Predicted language
I need a good reason not to kill you.,eng,spa
Sentence,Actual language,Predicted language
We organized our CDs by artist.,eng,eng
Sentence,Actual language,Predicted language
I'm dying to have a cup of coffee.,eng,spa
Sentence,Actual language,Predicted language
"At least four were killed in the explosion of a car bomb outside a police station in the capital, Nairobi.",eng,spa
Sentence,Actual language,Predicted language
Ella hoy se encuentra mucho mejor.,spa,eng
Sentence,Actual language,Predicted language
La entrada de la iglesia estaba jalonada de pordioseros y limosneros.,spa,spa
Sentence,Actual language,Predicted language
I'll help Mary do what she needs to do.,eng,spa
Sentence,Actual language,Predicted language
Ayer oí una bella canción.,spa,spa
Sentence,Actual language,Predicted language
"En vez de minimizar tu sufrimiento, sólo vas a agravarlo.",spa,eng
Sentence,Actual language,Predicted language
Comí mi almuerzo deprisa y entonces volví al trabajo.,spa,spa
Sentence,Actual language,Predicted language
I didn't need to see that.,eng,eng
Sentence,Actual language,Predicted language
"A medida que Gran Bretaña conozca la realidad de América Latina, estaremos más cerca de una solución.",spa,spa
Sentence,Actual language,Predicted language
Children go back to school in autumn.,eng,spa
Sentence,Actual language,Predicted language
Tom is going to give me a haircut this weekend.,eng,spa
Sentence,Actual language,Predicted language
Horse riding is an expensive hobby.,eng,spa
Sentence,Actual language,Predicted language
Él ya está casado.,spa,spa
Sentence,Actual language,Predicted language
"A veces nuestro destino semeja un árbol frutal en invierno. ¿Quién pensaría que esas ramas reverdecerán y florecerán? Mas esperamos que así sea, y sabemos que así será.",spa,spa
